-77.0696111111,119.958083333,1,0,0
-81.66175,-74.9161944444,1,4,0
57.4406666667,41.1291666667,1,0,0
-68.0309166667,46.5856666667,1,0,0
-16.63925,-72.2334444444,1,23,10
-81.0991944444,77.0464166667,1,0,0
54.4046388889,34.7251111111,1,0,0
43.4240555556,34.9343055556,1,0,0
-70.9376111111,2.91233333333,1,613,14
-76.5418055556,97.6946666667,1,0,0
-76.6788888889,-56.4524166667,1,609,16
-49.5332777778,-159.693027778,1,1,0
72.2824166667,-59.3681944444,1,0,0
63.4096388889,-24.1334444444,1,2,0
-62.053,-31.0986944444,1,3,0
73.3251388889,102.178916667,1,4,0
-68.5505277778,169.756416667,1,1,0
78.6318055556,47.1575,1,1,0
-26.326,-6.33316666667,1,138,4
-62.4859444444,-21.0064722222,1,399,4
-70.7781666667,38.09475,1,1,0
66.3462222222,164.873611111,1,527,11
-32.8740555556,150.813027778,1,0,0
73.0886388889,9.16158333333,1,0,0
-28.7798333333,-104.223361111,1,0,0
80.55325,159.538888889,1,0,0
-59.1510555556,171.153416667,1,58,0
75.0450555556,-162.812277778,1,0,0
-42.7635,178.161583333,1,0,0
79.9686944444,-112.945944444,1,1,0
47.4265,-63.8107222222,1,17,1
-25.4855555556,-45.6488055556,1,325,27
66.0391666667,-123.813555556,1,0,0
-18.6258333333,15.0960833333,1,1,0
60.4897777778,167.878194444,1,43,0
60.6925833333,75.2118333333,1,52,0
-55.0339444444,-89.1896111111,1,1,0
-9.71922222222,-51.1133055556,1,33,15
70.2243611111,-93.0763611111,1,0,0
-59.32875,-130.283166667,1,3,0
-81.1702222222,170.854833333,1,0,0
-80.8113611111,143.078138889,1,0,0
-35.4041111111,-18.6811944444,1,90,16
75.271,104.039916667,1,1,0
59.9743611111,-127.485555556,1,312,5
76.0204166667,-153.578083333,1,1,0
-81.6532222222,24.2000277778,1,0,0
44.3683888889,-86.3782222222,1,2,0
53.4222777778,-58.2911111111,1,34,1
-74.599,107.498166667,1,1,0
-79.5096666667,-14.3821944444,1,2,0
81.5966111111,-82.2893611111,1,0,0
1.1715,-24.4460555556,1,0,0
-59.1879444444,137.100777778,1,1,0
-71.7874166667,-56.0990555556,1,550,9
-52.6031944444,101.811694444,1,69,0
-81.2366388889,-95.3220277778,1,0,0
49.8525833333,-162.067944444,1,0,0
81.3951111111,37.5465555556,1,0,0
4.57369444444,166.073944444,1,0,0
-52.2494166667,-61.2234444444,1,8,0
-36.3142222222,-33.3564722222,1,229,19
81.3396111111,131.448055556,1,0,0
77.8328333333,-2.37086111111,1,1,0
63.1099444444,-27.8934166667,1,6,0
-61.4683055556,72.2929444444,1,0,0
-46.1233888889,9.15836111111,1,1,0
51.0637222222,-156.657333333,1,0,0
-32.0221666667,157.65,1,0,0
0.2095,-27.1217777778,1,1,0
-73.8434444444,-157.456361111,1,0,0
49.9993333333,105.34475,1,1,0
-25.3296388889,86.4403055556,1,1,0
-77.1812777778,-147.078388889,1,0,0
-65.5857222222,-120.984194444,1,157,2
78.4872777778,-46.16025,1,0,0
-67.7826944444,139.404083333,1,1,0
-65.5606388889,69.1903333333,1,1,0
27.8863055556,-42.6670555556,1,0,0
57.6439166667,133.774166667,1,0,0
-55.7874444444,2.93225,1,168,2
-79.6145555556,55.9205277778,1,0,0
-35.2001388889,59.4939166667,1,0,0
53.2571666667,6.59325,1,0,0
39.9900833333,-134.130277778,1,0,0
-39.4807222222,79.8168611111,1,0,0
47.8541666667,104.726416667,1,0,0
67.0992222222,142.54175,1,622,14
-67.9485,-98.4531666667,1,573,3
-29.6374722222,52.6758611111,1,0,0
-42.9686666667,-89.2431388889,1,0,0
69.8930277778,41.7776388889,1,4,1
30.0739166667,-106.943305556,1,0,0
56.49975,-92.3660833333,1,1,0
40.138,133.297805556,1,0,0
-48.4886944444,107.349166667,1,126,2
-15.5427222222,-72.3131111111,1,19,6
-48.5027222222,-159.125083333,1,0,1
-46.1345555556,-60.9329722222,1,38,2
63.2513611111,64.7475,1,199,2
-55.07475,37.4412222222,1,680,11
-45.0876666667,31.9809722222,1,1,0
-79.5972222222,-107.558333333,1,58,1
36.7585277778,-35.8688611111,1,0,0
-42.7729722222,130.064638889,1,73,0
68.9230555556,-79.4158333333,1,2,0
41.3833888889,-119.124305556,1,0,0
-61.0788333333,-174.697277778,1,165,2
-43.1072777778,-122.062611111,1,0,0
62.5693611111,89.2721944444,1,102,0
39.9786666667,-77.14,1,1,0
-75.0671388889,-145.033277778,1,2,0
55.6698611111,-154.134861111,1,57,1
33.0978888889,-98.7642222222,1,0,0
-56.1193333333,110.738416667,1,2,0
-74.7366944444,40.8934444444,1,0,0
-80.6829444444,-88.5388333333,1,0,0
-3.331,-14.6891944444,1,0,0
-23.5279444444,-30.6696666667,1,244,41
-36.4485277778,167.116777778,1,0,0
-53.844,116.670861111,1,0,0
-81.6224722222,29.5535833333,1,0,0
53.0633888889,49.5200555556,1,0,0
-70.4675555556,17.6446666667,1,0,0
-29.7684722222,96.0312222222,1,0,0
-44.3634166667,-29.9795555556,1,23,2
-23.0736944444,24.7695555556,1,0,0
-40.4282222222,17.8943888889,1,1,0
-77.50225,-158.022777778,1,1,0
-70.2856944444,-115.903666667,1,353,12
41.1839722222,-26.5333333333,1,0,0
-50.0700833333,-46.7395,1,5,2
-47.7745277778,138.944722222,1,382,11
58.0035,-113.285472222,1,220,4
-20.0153888889,30.2351388889,1,0,0
70.7517222222,112.972083333,1,135,1
-72.0789722222,51.3691944444,1,0,0
78.7821388889,8.18802777778,1,0,0
-59.4746388889,-81.0693333333,1,0,0
-36.6433611111,74.5335,1,0,0
47.6312222222,136.618138889,1,1,0
-45.1729722222,-150.684194444,1,0,0
65.2951666667,174.691861111,1,370,12
-80.7701944444,5.11094444444,1,0,0
64.4793333333,178.530833333,1,587,12
58.8053055556,72.2616944444,1,1,0
79.8384722222,168.045611111,1,1,0
34.7134166667,169.9765,1,0,0
80.5646944444,-10.9416944444,1,0,0
-79.8248055556,-1.36475,1,1,0
58.5534722222,-20.4218611111,1,1,0
64.9155555556,3.98036111111,1,8,0
61.5459166667,171.399694444,1,171,1
34.5135833333,-97.4412222222,1,1,0
81.4019166667,111.363166667,1,1,0
-67.2745833333,-14.7631111111,1,101,3
66.0593333333,-87.4349166667,1,0,0
-21.675,-62.6823333333,1,144,28
57.6129444444,14.9746944444,1,0,0
49.6606111111,-141.806694444,1,2,0
-44.7793888889,24.12175,1,1,0
-57.9412777778,-115.692305556,1,0,0
72.2498055556,-151.961277778,1,2,0
-78.4216111111,-69.8548888889,1,491,8
-37.7450833333,-80.2109722222,1,3,1
-78.8256944444,158.633055556,1,1,0
30.0456111111,-104.329666667,1,0,0
-30.1594722222,-89.1229722222,1,0,0
-56.5620277778,-74.5596944444,1,0,0
73.1166666667,139.511388889,1,2,0
-81.2834444444,-116.918111111,1,0,0
65.4848333333,81.9840555556,1,446,5
-80.5919722222,177.827916667,1,0,0
-50.9821666667,40.3329444444,1,237,3
-53.4588333333,144.60575,1,13,0
70.1946666667,-118.149527778,1,0,0
-77.6493888889,108.815527778,1,0,0
16.6281944444,38.2976111111,1,0,0
-13.5846111111,-57.29325,1,44,8
-38.1355833333,94.8580555556,1,1,0
-47.0008611111,-52.7311111111,1,42,5
-65.7126111111,79.4041111111,1,1,0
70.8773611111,148.284777778,1,6,0
-71.9035277778,144.209027778,1,1,0
58.16475,-77.8831666667,1,1,0
78.6456666667,101.494416667,1,0,0
-50.87475,-52.1448055556,1,2,1
-34.4104166667,-2.50238888889,1,26,3
77.8073055556,150.984916667,1,0,0
-60.0596666667,167.978111111,1,21,0
-14.7712222222,-41.5095833333,1,135,22
-73.3693611111,120.1065,1,0,0
-19.8197222222,122.806416667,1,0,0
-39.6840833333,68.8610555556,1,0,0
-38.5481388889,-12.9997222222,1,18,3
77.9865,-95.6121666667,1,0,0
-45.9185555556,-83.4433888889,1,0,0
-38.5481388889,-12.9997222222,1,18,3
77.9865,-95.6121666667,1,0,0
-45.9185555556,-83.4433888889,1,0,0
-78.9444166667,-41.1651944444,1,164,0
66.1488055556,72.1458888889,1,359,6
56.7005277778,-51.8236111111,1,19,0
81.45975,-56.7868333333,1,1,0
-51.4832222222,113.374444444,1,85,1
-2.83216666667,-21.7291111111,1,2,0
37.5534444444,-108.194305556,1,1,0
43.6931388889,-57.6844444444,1,0,0
56.6453333333,175.027222222,1,0,0
80.3772222222,-27.4523888889,1,2,0
-45.5539166667,-153.240444444,1,0,0
-42.5575,85.5664722222,1,1,0
-38.9024444444,136.069222222,1,0,0
-52.5849166667,-153.590277778,1,0,0
-64.9712777778,147.077861111,1,1,0
-61.8048611111,-113.007388889,1,1,0
-52.7445,9.21969444444,1,21,0
-18.5812777778,-66.8787222222,1,61,15
-61.3853611111,-124.123416667,1,12,0
60.5989166667,140.419027778,1,12,1
72.4149722222,-152.140555556,1,0,0
-58.09975,43.8931666667,1,552,6
-73.3693611111,120.1065,1,0,0
-19.8197222222,122.806416667,1,0,0
-39.6840833333,68.8610555556,1,0,0
-73.3693611111,120.1065,1,0,0
-19.8197222222,122.806416667,1,0,0
-39.6840833333,68.8610555556,1,0,0
-38.5481388889,-12.9997222222,1,18,2
77.9865,-95.6121666667,1,0,0
-45.9185555556,-83.4433888889,1,0,0
-78.9444166667,-41.1651944444,1,141,0
66.1488055556,72.1458888889,1,261,5
56.7005277778,-51.8236111111,1,18,0
81.45975,-56.7868333333,1,1,0
-51.4832222222,113.374444444,1,80,1
-2.83216666667,-21.7291111111,1,2,0
37.5534444444,-108.194305556,1,1,0
43.6931388889,-57.6844444444,1,0,0
56.6453333333,175.027222222,1,0,0
80.3772222222,-27.4523888889,1,2,0
-45.5539166667,-153.240444444,1,0,0
-42.5575,85.5664722222,1,1,0
-38.9024444444,136.069222222,1,0,0
-52.5849166667,-153.590277778,1,0,0
-64.9712777778,147.077861111,1,1,0
-61.8048611111,-113.007388889,1,1,0
-52.7445,9.21969444444,1,19,0
-18.5812777778,-66.8787222222,1,53,14
-61.3853611111,-124.123416667,1,14,0
60.5989166667,140.419027778,1,8,1
72.4149722222,-152.140555556,1,0,0
-58.09975,43.8931666667,1,310,8
-28.5185555556,-40.1406666667,1,208,33
75.4456666667,11.0178611111,1,0,0
-70.75075,-89.9066666667,1,230,6
69.1901111111,172.950416667,1,158,2
-64.4969722222,-24.3318333333,1,63,2
-42.0693888889,37.7790277778,1,2,0
-79.2329722222,162.503083333,1,2,0
40.4079166667,40.6863888889,1,0,0
47.0591388889,111.283972222,1,0,0
54.3609722222,-86.4812222222,1,100,1
46.8504722222,-156.110805556,1,0,0
50.7981666667,110.700166667,1,0,0
50.2671666667,12.7048333333,1,0,0
-32.6666944444,58.2310833333,1,0,0
-77.4079722222,1.86186111111,1,23,1
-25.6793333333,-98.6961666667,1,0,0
62.9675277778,-120.534,1,28,0
-81.6701111111,-163.743444444,1,0,0
75.8501666667,113.362972222,1,0,0
-15.5178055556,20.5458611111,1,0,0
23.7963333333,-3.34883333333,1,0,0
-68.41525,77.0631944444,1,0,0
53.9956111111,-150.531277778,1,0,0
81.5658611111,-176.263861111,1,1,0
67.2398888889,49.8612222222,1,46,0
72.9577222222,-83.6292777778,1,0,0
-59.2908611111,78.5381111111,1,1,0
56.8512222222,82.3855555556,1,0,0
-71.8624166667,-148.755666667,1,28,0
60.0111666667,-16.8425833333,1,0,0
80.4816944444,66.2023333333,1,1,0
46.5366388889,-80.8368888889,1,204,1
78.3401111111,-139.462166667,1,0,0
-80.9456944444,48.623,1,1,0
-49.1254166667,15.0866388889,1,2,0
80.0515277778,153.794472222,1,1,0
80.1661388889,60.2086388889,1,0,0
-32.2266944444,65.06925,1,0,0
36.9676111111,-128.455805556,1,0,0
-73.74425,12.9388888889,1,26,1
-55.1108055556,-55.0644722222,1,5,0
-28.9241388889,163.214361111,1,0,0
63.1436388889,-116.437638889,1,0,0
-49.6068888889,107.891666667,1,192,1
-9.48133333333,-93.2367222222,1,1,1
17.71825,-161.964472222,1,0,0
-52.16825,-83.0335277778,1,0,0
-12.7304166667,4.74347222222,1,0,0
27.1017777778,-101.434083333,1,1,0
-77.0696111111,119.958083333,1,0,0
-81.66175,-74.9161944444,1,5,0
57.4406666667,41.1291666667,1,0,0
-68.0309166667,46.5856666667,1,0,0
-16.63925,-72.2334444444,1,22,9
-81.0991944444,77.0464166667,1,0,0
54.4046388889,34.7251111111,1,0,0
43.4240555556,34.9343055556,1,0,0
-70.9376111111,2.91233333333,1,216,7
-76.5418055556,97.6946666667,1,0,0
-76.6788888889,-56.4524166667,1,86,3
-49.5332777778,-159.693027778,1,1,0
72.2824166667,-59.3681944444,1,0,0
63.4096388889,-24.1334444444,1,2,0
-62.053,-31.0986944444,1,4,0
73.3251388889,102.178916667,1,4,0
-68.5505277778,169.756416667,1,1,0
78.6318055556,47.1575,1,1,0
-26.326,-6.33316666667,1,126,4
-62.4859444444,-21.0064722222,1,269,2
-70.7781666667,38.09475,1,1,0
66.3462222222,164.873611111,1,300,8
-32.8740555556,150.813027778,1,0,0
73.0886388889,9.16158333333,1,0,0
-28.7798333333,-104.223361111,1,0,0
80.55325,159.538888889,1,0,0
-59.1510555556,171.153416667,1,50,0
75.0450555556,-162.812277778,1,0,0
-42.7635,178.161583333,1,0,0
79.9686944444,-112.945944444,1,1,0
47.4265,-63.8107222222,1,15,0
-25.4855555556,-45.6488055556,1,180,14
66.0391666667,-123.813555556,1,0,0
-18.6258333333,15.0960833333,1,1,0
60.4897777778,167.878194444,1,40,0
60.6925833333,75.2118333333,1,53,0
-55.0339444444,-89.1896111111,1,1,0
-9.71922222222,-51.1133055556,1,33,14
70.2243611111,-93.0763611111,1,0,0
-59.32875,-130.283166667,1,3,0
-81.1702222222,170.854833333,1,0,0
-80.8113611111,143.078138889,1,0,0
-35.4041111111,-18.6811944444,1,89,16
75.271,104.039916667,1,1,0
59.9743611111,-127.485555556,1,242,5
76.0204166667,-153.578083333,1,1,0
-81.6532222222,24.2000277778,1,0,0
44.3683888889,-86.3782222222,1,2,0
53.4222777778,-58.2911111111,1,35,1
-74.599,107.498166667,1,1,0
-79.5096666667,-14.3821944444,1,2,0
81.5966111111,-82.2893611111,1,0,0
1.1715,-24.4460555556,1,0,0
-59.1879444444,137.100777778,1,1,0
-71.7874166667,-56.0990555556,1,24,1
-52.6031944444,101.811694444,1,61,0
-81.2366388889,-95.3220277778,1,0,0
49.8525833333,-162.067944444,1,1,0
81.3951111111,37.5465555556,1,0,0
4.57369444444,166.073944444,1,0,0
-52.2494166667,-61.2234444444,1,8,0
-36.3142222222,-33.3564722222,1,201,13
81.3396111111,131.448055556,1,0,0
77.8328333333,-2.37086111111,1,1,0
63.1099444444,-27.8934166667,1,6,0
-61.4683055556,72.2929444444,1,0,0
-46.1233888889,9.15836111111,1,1,0
51.0637222222,-156.657333333,1,0,0
-32.0221666667,157.65,1,0,0
0.2095,-27.1217777778,1,1,0
-73.8434444444,-157.456361111,1,0,0
49.9993333333,105.34475,1,1,0
-25.3296388889,86.4403055556,1,1,0
-77.1812777778,-147.078388889,1,0,0
-65.5857222222,-120.984194444,1,144,1
78.4872777778,-46.16025,1,0,0
-67.7826944444,139.404083333,1,1,0
-65.5606388889,69.1903333333,1,1,0
27.8863055556,-42.6670555556,1,0,0
57.6439166667,133.774166667,1,0,0
-55.7874444444,2.93225,1,146,0
-79.6145555556,55.9205277778,1,0,0
-35.2001388889,59.4939166667,1,0,0
53.2571666667,6.59325,1,0,0
39.9900833333,-134.130277778,1,0,0
-39.4807222222,79.8168611111,1,0,0
47.8541666667,104.726416667,1,1,0
67.0992222222,142.54175,1,297,7
-67.9485,-98.4531666667,1,274,2
-29.6374722222,52.6758611111,1,0,0
-42.9686666667,-89.2431388889,1,0,0
69.8930277778,41.7776388889,1,4,1
30.0739166667,-106.943305556,1,0,0
56.49975,-92.3660833333,1,1,0
40.138,133.297805556,1,0,0
-48.4886944444,107.349166667,1,117,2
-15.5427222222,-72.3131111111,1,17,5
-48.5027222222,-159.125083333,1,0,1
-46.1345555556,-60.9329722222,1,36,2
63.2513611111,64.7475,1,168,2
-55.07475,37.4412222222,1,159,3
-45.0876666667,31.9809722222,1,1,0
-79.5972222222,-107.558333333,1,54,1
36.7585277778,-35.8688611111,1,0,0
-42.7729722222,130.064638889,1,73,0
68.9230555556,-79.4158333333,1,2,0
41.3833888889,-119.124305556,1,0,0
-61.0788333333,-174.697277778,1,148,1
-43.1072777778,-122.062611111,1,0,0
62.5693611111,89.2721944444,1,98,0
39.9786666667,-77.14,1,1,0
-75.0671388889,-145.033277778,1,2,0
55.6698611111,-154.134861111,1,49,1
33.0978888889,-98.7642222222,1,0,0
-56.1193333333,110.738416667,1,1,0
-74.7366944444,40.8934444444,1,0,0
-80.6829444444,-88.5388333333,1,0,0
-3.331,-14.6891944444,1,0,0
-23.5279444444,-30.6696666667,1,183,29
-36.4485277778,167.116777778,1,0,0
-53.844,116.670861111,1,0,0
-81.6224722222,29.5535833333,1,0,0
53.0633888889,49.5200555556,1,0,0
-70.4675555556,17.6446666667,1,0,0
-29.7684722222,96.0312222222,1,0,0
-44.3634166667,-29.9795555556,1,24,2
-23.0736944444,24.7695555556,1,0,0
-40.4282222222,17.8943888889,1,1,0
-77.50225,-158.022777778,1,1,0
-70.2856944444,-115.903666667,1,11,1
41.1839722222,-26.5333333333,1,0,0
-50.0700833333,-46.7395,1,4,2
-47.7745277778,138.944722222,1,4,2
58.0035,-113.285472222,1,189,2
-20.0153888889,30.2351388889,1,0,0
70.7517222222,112.972083333,1,124,1
-72.0789722222,51.3691944444,1,0,0
78.7821388889,8.18802777778,1,0,0
-59.4746388889,-81.0693333333,1,0,0
-36.6433611111,74.5335,1,0,0
47.6312222222,136.618138889,1,1,0
-45.1729722222,-150.684194444,1,0,0
65.2951666667,174.691861111,1,10,1
-80.7701944444,5.11094444444,1,0,0
64.4793333333,178.530833333,1,60,1
58.8053055556,72.2616944444,1,2,0
79.8384722222,168.045611111,1,1,0
34.7134166667,169.9765,1,0,0
80.5646944444,-10.9416944444,1,0,0
-79.8248055556,-1.36475,1,1,0
58.5534722222,-20.4218611111,1,1,0
64.9155555556,3.98036111111,1,8,0
61.5459166667,171.399694444,1,159,1
34.5135833333,-97.4412222222,1,1,0
81.4019166667,111.363166667,1,2,0
-67.2745833333,-14.7631111111,1,1,1
66.0593333333,-87.4349166667,1,0,0
-21.675,-62.6823333333,1,121,23
57.6129444444,14.9746944444,1,0,0
49.6606111111,-141.806694444,1,1,0
-44.7793888889,24.12175,1,1,0
-57.9412777778,-115.692305556,1,0,0
72.2498055556,-151.961277778,1,2,0
-78.4216111111,-69.8548888889,1,302,6
-37.7450833333,-80.2109722222,1,2,1
-78.8256944444,158.633055556,1,1,0
30.0456111111,-104.329666667,1,0,0
-30.1594722222,-89.1229722222,1,0,0
-56.5620277778,-74.5596944444,1,0,0
73.1166666667,139.511388889,1,2,0
-81.2834444444,-116.918111111,1,0,0
65.4848333333,81.9840555556,1,308,3
-80.5919722222,177.827916667,1,0,0
-50.9821666667,40.3329444444,1,204,0
-53.4588333333,144.60575,1,14,0
70.1946666667,-118.149527778,1,0,0
-77.6493888889,108.815527778,1,0,0
16.6281944444,38.2976111111,1,0,0
-13.5846111111,-57.29325,1,38,6
-38.1355833333,94.8580555556,1,1,0
-47.0008611111,-52.7311111111,1,41,5
-65.7126111111,79.4041111111,1,1,0
70.8773611111,148.284777778,1,6,0
-71.9035277778,144.209027778,1,1,0
58.16475,-77.8831666667,1,1,0
78.6456666667,101.494416667,1,0,0
-50.87475,-52.1448055556,1,1,1
-34.4104166667,-2.50238888889,1,26,3
77.8073055556,150.984916667,1,0,0
-60.0596666667,167.978111111,1,21,0
-14.7712222222,-41.5095833333,1,124,20
-73.3693611111,120.1065,1,0,0
-19.8197222222,122.806416667,1,0,0
-39.6840833333,68.8610555556,1,0,0
-70.1066666667,-23.1149166667,1,0,1
78.5079444444,-165.220805556,1,1,0
39.7818888889,-169.728111111,1,0,0
-72.4318333333,-56.7227777778,1,0,1
-50.1459166667,45.8184166667,1,88,1
67.3628333333,-109.768222222,1,0,0
-81.6415,123.455666667,1,0,0
-17.83275,-46.94375,1,181,20
44.4112222222,-124.905777778,1,1,0
77.51025,-35.3741111111,1,1,0
76.0412222222,-57.7581388889,1,0,0
74.9033333333,-141.36225,1,0,0
54.6297777778,21.3645277778,1,1,0
70.5606944444,56.2516111111,1,0,0
53.2578888889,142.139638889,1,0,0
-47.9679166667,46.3421388889,1,37,0
-75.0673888889,-46.0228055556,1,5,1
-77.9390833333,-113.5055,1,115,0
-33.2080555556,-94.6891666667,1,0,0
-43.6501944444,116.24375,1,4,0
31.4721944444,-91.8580555556,1,0,0
-40.0733611111,-116.314111111,1,0,0
-70.8268611111,-156.750666667,1,0,0
43.2138611111,21.20075,1,0,0
-10.5341111111,-62.7076111111,1,18,2
-66.2767777778,7.68411111111,1,0,1
-69.1233055556,153.199222222,1,1,0
48.0275555556,-48.59,1,0,0
-59.6763055556,-17.3297222222,1,44,0
-44.6906111111,144.851694444,1,42,0
-31.3620555556,3.08069444444,1,46,3
43.017,-71.3926666667,1,0,0
-66.2049722222,-84.9150555556,1,22,0
-61.28,76.3108055556,1,1,0
-67.459,-107.496638889,1,185,2
-28.2297222222,67.7695,1,0,0
49.8563888889,-49.1981111111,1,1,0
-58.134,-23.0498888889,1,0,0
-62.8003611111,86.7311944444,1,0,0
44.6098611111,142.497611111,1,0,0
77.6598888889,57.7993333333,1,0,0
51.23625,-147.214194444,1,0,0
-52.7424444444,-57.7410277778,1,2,0
75.0708055556,-48.3873333333,1,0,0
67.1748055556,-17.0326111111,1,0,0
55.0162222222,-119.708194444,1,11,1
52.4188888889,-55.2326388889,1,19,1
-26.7156666667,101.556166667,1,0,0
37.951,71.7555277778,1,0,0
-40.1096111111,-74.7335,1,29,4
-20.4817777778,-36.1365555556,1,198,21
60.7715833333,-84.3345,1,1,0
-33.4491944444,-3.77794444444,1,31,11
80.6578055556,-104.582722222,1,0,0
14.6273611111,-43.8605833333,1,0,0
-57.7361111111,17.2833888889,1,241,7
-64.20525,83.39375,1,0,0
61.3544444444,78.7334444444,1,217,3
64.2831666667,-9.42627777778,1,5,0
-30.4107222222,-9.34544444444,1,86,12
-24.731,-68.1601944444,1,148,18
-31.6685833333,-101.532444444,1,0,0
-49.9277222222,-144.257694444,1,0,0
80.4686944444,82.6725555556,1,0,0
-41.3309722222,-24.1982222222,1,32,6
-76.4223333333,50.6343611111,1,1,0
-3.52797222222,-107.256972222,1,0,0
47.8289722222,44.0144722222,1,0,0
56.6422222222,-26.2961666667,1,0,0
-72.7956944444,-148.544972222,1,1,0
81.2931944444,-76.3012777778,1,0,1
-5.09230555556,-83.4694722222,1,0,0
-46.5473055556,122.04375,1,313,3
-70.64775,110.445166667,1,0,0
81.5922222222,-128.756166667,1,0,0
-78.6920277778,65.3326388889,1,0,0
73.2914166667,46.6221944444,1,0,0
-52.9341944444,-150.358277778,1,0,0
67.7450277778,11.6607777778,1,52,0
56.2553333333,148.436027778,1,0,0
-6.396,-20.0883055556,1,0,0
81.6173611111,137.332166667,1,1,0
-64.5825833333,-91.2179722222,1,1,0
-81.34,149.276694444,1,0,0
-60.7002222222,10.6231388889,1,2,1
-48.1876111111,-144.787027778,1,0,0
-54.9649166667,-122.105027778,1,0,0
-62.6120833333,179.406722222,1,1,0
73.4663888889,-46.2758611111,1,1,0
-35.1029166667,89.21725,1,0,0
79.9524444444,-98.4648611111,1,0,0
62.3759722222,-178.050861111,1,172,6
-33.4034444444,172.730833333,1,1,0
81.3498611111,17.5259444444,1,0,0
21.5313055556,-65.0314722222,1,0,1
67.9305555556,104.404166667,1,283,5
-64.3943611111,176.087138889,1,0,0
-81.5511388889,-32.0110277778,1,31,0
46.6376944444,-147.762583333,1,0,0
-79.7096944444,92.0868611111,1,0,0
-26.5200833333,-165.869083333,1,0,0
54.4326666667,113.990916667,1,0,0
52.8678888889,-43.0992222222,1,1,0
76.2025833333,-150.806722222,1,1,0
-76.1065277778,-55.5891666667,1,108,4
13.3683611111,-59.7002777778,1,0,0
-53.1442777778,51.9270555556,1,324,4
75.2366111111,44.5950555556,1,4,0
-44.5565,-14.5803055556,1,7,2
39.0483333333,-88.06725,1,1,0
5.8325,-177.094194444,1,0,0
74.4203333333,152.042361111,1,0,0
80.9775,-149.036611111,1,1,0
-81.5494166667,76.05225,1,1,1
79.1130277778,3.28483333333,1,1,0
79.3796666667,-62.5854722222,1,0,0
-20.2711111111,-20.7205555556,1,135,12
-54.2467777778,-43.0124444444,1,2,0
73.94975,56.7996944444,1,0,0
2.89830555556,95.7503333333,1,0,0
67.7098888889,119.612416667,1,169,1
64.8072777778,111.873722222,1,252,4
